CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Male,Gender_Female
670,0.16216216216216217,3,0.5318746746936177,1,0,0,0.01571835110253029,1,0,0,1,1,0
670,0.32432432432432434,3,0.32518796775216585,1,1,0,0.9411709818287646,1,0,0,1,1,0
670,0.2972972972972973,3,0.0,1,1,1,0.9132800682465175,1,0,0,1,0,1
670,0.2972972972972973,3,0.18877963558829802,1,1,1,0.7429101979239017,1,1,0,0,0,1
670,0.1891891891891892,3,0.0,2,1,0,0.23084264547264258,1,0,0,1,0,1
670,0.1891891891891892,4,0.41034461442093884,2,0,1,0.6747187856440291,1,0,1,0,0,1
670,0.02702702702702703,4,0.0,2,1,0,0.5987954849688145,1,0,0,1,0,1
670,0.2567567567567568,4,0.6797895910646431,2,1,0,0.9913011692616644,1,1,0,0,1,0
670,0.2702702702702703,4,0.47678537528922604,2,1,1,0.5523554499454697,1,1,0,0,0,1
670,0.6756756756756757,4,0.0,2,1,1,0.057081051240393456,1,1,0,0,1,0
670,0.3648648648648649,5,0.1908540634964579,1,1,1,0.2716692444128414,1,1,0,0,0,1
670,0.12162162162162163,5,0.31621049805520646,1,1,1,0.1308049918767242,1,1,0,0,0,1
670,0.20270270270270271,6,0.35191419751342073,1,1,0,0.3348693800257924,1,1,0,0,1,0
670,0.0945945945945946,6,0.0,2,1,1,0.39177421443747873,1,0,0,1,1,0
670,0.24324324324324326,7,0.0,2,0,0,0.29782804257806617,1,1,0,0,1,0
670,0.20270270270270271,7,0.0,2,1,1,0.4409232581711553,1,1,0,0,0,1
670,0.2702702702702703,7,0.0,2,1,1,0.38930132827685043,1,1,0,0,1,0
670,0.28378378378378377,8,0.4062546271276916,1,0,0,0.44601239418364447,1,1,0,0,0,1
670,0.43243243243243246,8,0.5513794863882783,1,0,1,0.015739353108221835,1,1,0,0,0,1
670,0.20270270270270271,8,0.5049049596192622,1,1,1,0.19721638416468767,1,1,0,0,1,0
670,0.17567567567567569,9,0.0,1,0,1,0.3812526596289945,1,1,0,0,0,1
670,0.33783783783783783,9,0.4451125156034469,1,1,0,0.8941639926612991,1,0,1,0,1,0
670,0.2702702702702703,9,0.4182191263393038,1,1,0,0.7796256042452054,1,1,0,0,0,1
670,0.2702702702702703,10,0.35638768712826796,1,0,0,0.7213879425485135,1,1,0,0,1,0
670,0.31081081081081086,10,0.0,3,1,0,0.40799116315608136,1,1,0,0,0,1
671,0.17567567567567569,0,0.4632741923224685,1,1,0,0.8605046781967677,2,1,0,0,1,0
671,0.35135135135135137,0,0.33776674027291326,2,0,1,0.1733285528767997,2,0,1,0,0,1
671,0.2702702702702703,0,0.369372839785269,2,1,0,0.018181686351046524,2,0,0,1,1,0
671,0.5405405405405406,1,0.7122970924170847,1,1,1,0.10879353978304926,2,0,0,1,1,0
671,0.2702702702702703,1,0.5773210150782735,1,1,1,0.895089081007236,2,0,1,0,1,0
671,0.24324324324324326,2,0.4651102365904819,1,0,0,0.9660436571692596,2,0,1,0,1,0
671,0.16216216216216217,2,0.0,1,0,1,0.5102801317525824,2,1,0,0,1,0
671,0.3648648648648649,2,0.42398429577522895,1,0,1,0.7913407730438257,2,1,0,0,1,0
671,0.44594594594594594,3,0.38617854763262655,1,1,0,0.8820429851050774,2,0,1,0,1,0
671,0.14864864864864866,3,0.0,2,1,0,0.7902331172626985,2,1,0,0,0,1
671,0.32432432432432434,3,0.0,2,1,1,0.6422500848831063,2,0,0,1,0,1
671,0.17567567567567569,4,0.0,2,0,1,0.3963300495197291,2,0,0,1,0,1
671,0.21621621621621623,5,0.6566712405024686,1,1,0,0.5537393821109916,2,1,0,0,0,1
671,0.12162162162162163,5,0.0,2,0,0,0.6044651764243485,2,1,0,0,1,0
671,0.21621621621621623,5,0.5218414376928896,4,1,1,0.14114682952221935,2,0,0,1,0,1
671,0.40540540540540543,6,0.47736421588542194,1,0,1,0.33013687807185577,2,1,0,0,0,1
671,0.2702702702702703,6,0.5266270460647987,1,0,1,0.38032317086281736,2,1,0,0,0,1
671,0.3648648648648649,6,0.39683131904272373,1,1,1,0.5443563360300908,2,0,1,0,1,0
671,0.2702702702702703,6,0.0,2,0,0,0.06019119825943377,2,0,0,1,0,1
671,0.21621621621621623,6,0.1485330956485161,2,0,0,0.7846026295511221,2,0,1,0,0,1
671,0.17567567567567569,6,0.42194263017307154,2,1,0,0.7278483095135585,2,0,1,0,0,1
671,0.32432432432432434,6,0.0,2,1,0,0.9860486676477603,2,1,0,0,0,1
671,0.1891891891891892,6,0.4938769362492955,2,1,1,0.7331943200575655,2,0,0,1,1,0
671,0.17567567567567569,7,0.16460480029959576,1,0,1,0.5133977294831656,2,1,0,0,0,1
671,0.3918918918918919,7,0.4567741428402265,2,1,0,0.7659868517443416,2,0,1,0,0,1
671,0.21621621621621623,7,0.4248886071631714,2,1,1,0.13189324580497436,2,1,0,0,1,0
671,0.40540540540540543,8,0.46119856870971004,2,0,0,0.41603603144100254,2,1,0,0,0,1
671,0.13513513513513514,8,0.4777219308445115,2,1,0,0.6271152895101482,2,0,1,0,1,0
671,0.06756756756756757,9,0.4939981009819565,1,1,1,0.7977846384329703,2,0,1,0,0,1
671,0.2702702702702703,9,0.46517317050918966,2,0,0,0.3818454662420261,2,0,1,0,0,1
671,0.21621621621621623,10,0.0,1,1,0,0.11613009042363544,2,0,0,1,0,1
671,0.21621621621621623,10,0.6112442705323106,1,1,0,0.702558494336209,2,0,0,1,1,0
672,0.6756756756756757,0,0.5024410907233292,2,1,1,0.9247142602118501,2,0,1,0,1,0
672,0.3918918918918919,1,0.0,1,0,0,0.4578604256706515,2,1,0,0,1,0
672,0.43243243243243246,1,0.0,1,1,0,0.060481976028710735,2,1,0,0,0,1
672,0.21621621621621623,1,0.5665716705934271,2,1,1,0.8437893818859701,2,1,0,0,0,1
672,0.28378378378378377,2,0.0,2,1,0,0.43684626881867217,2,1,0,0,1,0
672,0.20270270270270271,2,0.0,2,1,1,0.913719360198899,2,0,0,1,1,0
672,0.5135135135135136,2,0.836065790696135,2,1,1,0.7534861579280822,2,0,0,1,0,1
672,0.04054054054054054,3,0.6611399871557413,2,1,1,0.8227065184725142,2,0,1,0,0,1
672,0.13513513513513514,4,0.6666809619794237,1,1,1,0.8473695237895218,2,1,0,0,1,0
672,0.2972972972972973,4,0.3548288470430365,2,1,0,0.9444932491052895,2,0,1,0,1,0
672,0.33783783783783783,4,0.3690723592196338,2,1,1,0.836705905413967,2,1,0,0,0,1
672,0.33783783783783783,5,0.0,1,0,0,0.31913802768164357,2,1,0,0,1,0
672,0.2567567567567568,5,0.6105889048418025,1,1,1,0.8138348712302025,2,1,0,0,1,0
672,0.33783783783783783,5,0.0,2,1,1,0.32255040356354026,2,0,0,1,1,0
672,0.21621621621621623,6,0.0,1,0,0,0.11363325197556365,2,1,0,0,1,0
672,0.13513513513513514,6,0.0,1,0,1,0.044019753886496156,2,1,0,0,0,1
672,0.17567567567567569,6,0.3631982610947736,1,1,0,0.8865063613575097,2,1,0,0,1,0
672,0.4594594594594595,8,0.6776011726514141,1,0,0,0.28200613158556637,2,1,0,0,1,0
672,0.21621621621621623,8,0.0,2,1,1,0.08117610231777134,2,1,0,0,0,1
672,0.2702702702702703,9,0.6751997593923493,4,1,1,0.7365697924151756,2,1,0,0,0,1
672,0.2972972972972973,10,0.41044728558914106,1,1,0,0.00637175850293703,2,0,1,0,1,0
673,0.1891891891891892,0,0.0,1,1,1,0.36434354480852915,2,0,0,1,0,1
673,0.6351351351351352,0,0.0,1,1,1,0.42864968604501724,2,1,0,0,1,0
673,0.2567567567567568,0,0.0,2,0,0,0.41173672085684176,2,0,0,1,0,1
673,0.5540540540540541,0,0.7096828038826443,2,0,1,0.1052707033521701,2,1,0,0,1,0
673,0.2972972972972973,1,0.4847753922718185,1,1,1,0.01623665060013231,2,0,0,1,1,0
673,0.16216216216216217,1,0.25547324812237515,1,1,1,0.3888959895670036,2,1,0,0,1,0
673,0.3918918918918919,1,0.0,2,0,0,0.543804833361586,2,1,0,0,1,0
673,0.3918918918918919,1,0.731689667306754,2,0,1,0.17019605372313054,2,0,1,0,1,0
673,0.21621621621621623,1,0.5066710153114359,3,0,1,0.38349422369836317,2,0,1,0,0,1
673,0.2702702702702703,2,0.6778127326517314,2,0,0,0.6745132160121291,2,1,0,0,0,1
673,0.6891891891891893,3,0.31420386659778876,2,1,1,0.1859406073279998,2,0,1,0,0,1
673,0.0945945945945946,3,0.43142943017222657,2,1,1,0.517861355759475,2,0,1,0,0,1
673,0.14864864864864866,4,0.39497056354633875,1,1,1,0.04893022283628086,2,0,1,0,0,1
673,0.32432432432432434,4,0.0,2,1,0,0.607204087990403,2,1,0,0,0,1
673,0.5270270270270271,4,0.0,2,1,1,0.24838627088886983,2,0,0,1,0,1
673,0.2972972972972973,5,0.5480084762701861,1,1,0,0.4087507356952588,2,1,0,0,0,1
673,0.31081081081081086,5,0.0,1,1,1,0.3282598988203373,2,1,0,0,1,0
673,0.33783783783783783,5,0.6698724968372618,1,1,1,0.7349734899682919,2,1,0,0,0,1
673,0.22972972972972974,6,0.0,2,1,0,0.4930831394398164,2,0,0,1,0,1
673,0.28378378378378377,7,0.32784430523165803,2,1,0,0.5477222074708133,2,1,0,0,1,0
673,0.35135135135135137,8,0.531869214309284,1,0,1,0.02848577039107234,2,1,0,0,0,1
673,0.21621621621621623,8,0.16802471473577182,1,1,0,0.10294488123615804,2,1,0,0,0,1
673,0.28378378378378377,8,0.5506618244881817,1,1,1,0.55233739822153,2,0,0,1,1,0
673,0.2567567567567568,8,0.0,2,1,1,0.9166235875526113,2,0,0,1,0,1
673,0.44594594594594594,8,0.31711425144766947,2,1,1,0.8610288782578737,2,1,0,0,1,0
673,0.31081081081081086,9,0.3930364715012379,1,1,0,0.7567611206870256,2,0,1,0,0,1
673,0.7972972972972974,10,0.30494660202475043,2,0,1,0.29794885411556804,2,0,1,0,0,1
673,0.2567567567567568,10,0.0,2,1,1,0.1870167100958141,2,1,0,0,0,1
674,0.17567567567567569,1,0.0,1,1,0,0.6447739259099243,2,1,0,0,0,1
674,0.24324324324324326,2,0.6158903003207399,1,0,1,0.13729881203654948,2,1,0,0,1,0
674,0.2702702702702703,2,0.696302829567176,1,1,0,0.4509337641744786,2,1,0,0,1,0
674,0.24324324324324326,2,0.0,2,1,1,0.9139652336798164,2,0,0,1,1,0
674,0.13513513513513514,3,0.0,1,1,0,0.2576516557331225,2,1,0,0,0,1
674,0.2567567567567568,3,0.0,1,1,0,0.7902670705052333,2,1,0,0,1,0
674,0.05405405405405406,3,0.0,1,1,1,0.8697281090344128,2,1,0,0,1,0
674,0.12162162162162163,4,0.4446746087226093,1,0,1,0.11008351297548914,2,0,1,0,0,1
674,0.12162162162162163,4,0.3154441709779457,1,0,1,0.25368547696304994,2,1,0,0,0,1
674,0.35135135135135137,4,0.5244912386539093,1,0,1,0.8567490195313652,2,0,1,0,0,1
674,0.31081081081081086,4,0.5046078270265031,1,1,1,0.8334963489013201,2,0,0,1,0,1
674,0.13513513513513514,5,0.0,1,1,1,0.7596408957055398,2,1,0,0,1,0
674,0.3648648648648649,6,0.28894078069705514,1,0,1,0.700217870806662,2,1,0,0,0,1
674,0.24324324324324326,6,0.40160784005968325,1,1,0,0.9108133826780457,2,0,1,0,0,1
674,0.10810810810810811,6,0.6626513577684071,1,1,1,0.7468604751753792,2,1,0,0,1,0
674,0.3918918918918919,6,0.4260771375342077,1,1,1,0.01033908738284506,2,0,1,0,1,0
674,0.28378378378378377,6,0.0,2,1,1,0.0478208168880128,2,0,0,1,0,1
674,0.3648648648648649,7,0.5662538921679316,1,1,0,0.18502622000401037,2,1,0,0,1,0
674,0.3648648648648649,7,0.5774821960581685,1,1,1,0.5129505867810376,2,1,0,0,1,0
674,0.0,7,0.0,2,1,1,0.27873431912747665,2,1,0,0,1,0
674,0.2702702702702703,8,0.34260077468106676,2,1,0,0.043733226523132954,2,0,1,0,1,0
674,0.2702702702702703,9,0.0,2,1,0,0.021407744439593982,2,1,0,0,0,1
674,0.04054054054054054,9,0.4788812461665213,2,1,1,0.169778463843297,2,1,0,0,0,1
674,0.10810810810810811,10,0.0,2,1,1,0.6921236978131412,2,1,0,0,0,1
675,0.20270270270270271,0,0.5652344742839613,1,1,0,0.3240482966123264,2,0,1,0,0,1
675,0.2702702702702703,1,0.4145782058364813,1,0,0,0.11029678334280922,2,1,0,0,0,1
675,0.43243243243243246,1,0.5309124114894618,1,0,1,0.041296343800832976,2,0,0,1,0,1
675,0.21621621621621623,1,0.49669301986316444,2,0,1,0.8183580531940801,2,1,0,0,1,0
675,0.28378378378378377,1,0.0,2,1,0,0.7656613206561227,2,1,0,0,1,0
675,0.2702702702702703,1,0.0,2,1,0,0.7855025654950047,2,1,0,0,1,0
675,0.1891891891891892,1,0.0,3,1,0,0.429488566158068,2,1,0,0,1,0
675,0.1891891891891892,2,0.6204244520155574,1,1,0,0.48828203093395417,2,1,0,0,0,1
675,0.4864864864864865,2,0.0,1,1,0,0.7479318774943008,2,1,0,0,1,0
675,0.17567567567567569,2,0.3620046290507832,2,1,0,0.30132522655913635,2,0,0,1,1,0
675,0.32432432432432434,2,0.36914047452493565,2,1,0,0.04278208568918331,2,0,1,0,1,0
675,0.24324324324324326,3,0.2156181420113641,2,0,1,0.2723607104478477,2,0,0,1,1,0
675,0.2702702702702703,3,0.0,2,1,0,0.2267041502463485,2,0,0,1,1,0
675,0.5810810810810811,5,0.24733217379215602,3,1,0,0.8315473127683694,2,1,0,0,0,1
675,0.2702702702702703,6,0.2712886335643289,1,0,0,0.693893366816531,2,1,0,0,0,1
675,0.4864864864864865,6,0.0,1,1,0,0.5513639552577271,2,1,0,0,1,0
675,0.20270270270270271,6,0.0,2,1,0,0.17018640280146752,2,1,0,0,0,1
675,0.24324324324324326,7,0.35635962792702014,1,1,1,0.7470119396402357,2,0,1,0,1,0
675,0.28378378378378377,7,0.0,2,0,1,0.18129546371678493,2,1,0,0,1,0
675,0.22972972972972974,8,0.6202561366648905,1,0,1,0.17584544323982937,2,0,0,1,0,1
675,0.41891891891891897,8,0.5385987195040027,1,0,1,0.8976340240492966,2,1,0,0,1,0
675,0.14864864864864866,8,0.4835685277636032,1,1,0,0.6672934265222328,2,0,1,0,0,1
675,0.04054054054054054,8,0.39208453121345005,1,1,0,0.0909657872326807,2,1,0,0,0,1
675,0.2972972972972973,8,0.3150121629064614,1,1,0,0.7139301803322218,2,0,0,1,0,1
675,0.1891891891891892,8,0.7869203787083434,1,1,1,0.2635207662331752,2,0,0,1,1,0
675,0.5270270270270271,8,0.0,2,0,1,0.4773041325446579,2,1,0,0,0,1
675,0.22972972972972974,8,0.0,2,1,0,0.14526722301979836,2,0,0,1,1,0
675,0.21621621621621623,8,0.0,2,1,1,0.9242414150551377,2,1,0,0,1,0
675,0.24324324324324326,9,0.4232417632194809,1,0,1,0.11492467530649175,2,0,0,1,1,0
675,0.13513513513513514,9,0.0,1,1,0,0.670560788555307,2,1,0,0,1,0
675,0.21621621621621623,10,0.33856208311510066,1,0,0,0.7311650762647833,2,1,0,0,0,1
675,0.1891891891891892,10,0.0,2,1,0,0.9577618162534521,2,0,0,1,1,0
676,0.22972972972972974,0,0.0,2,0,0,0.6995668086302241,2,0,0,1,1,0
676,0.02702702702702703,1,0.32112532223740725,1,0,0,0.34308476459501874,2,1,0,0,1,0
676,0.10810810810810811,1,0.4318433033906317,1,0,0,0.3011295578727768,2,0,1,0,0,1
676,0.06756756756756757,1,0.42960657851161804,1,0,1,0.5818917706640984,2,1,0,0,1,0
676,0.41891891891891897,1,0.0,1,1,0,0.3966915340415009,2,1,0,0,0,1
676,0.21621621621621623,1,0.25147664535828074,1,1,1,0.20319055469797362,2,1,0,0,0,1
676,0.40540540540540543,1,0.5247532573882887,2,0,1,0.07070960276706424,2,0,0,1,1,0
676,0.2702702702702703,1,0.0,2,0,1,0.1781830664828491,2,1,0,0,1,0
676,0.13513513513513514,1,0.27684168500445744,2,1,1,0.6423098905945517,2,0,1,0,1,0
676,0.40540540540540543,2,0.49598775343407364,1,1,0,0.07529194038030632,2,0,1,0,0,1
676,0.2972972972972973,2,0.5890976690974412,1,1,0,0.47589284776696167,2,1,0,0,0,1
676,0.33783783783783783,2,0.0,1,1,1,0.2755660665593564,2,1,0,0,0,1
676,0.40540540540540543,3,0.32163433368504324,1,0,0,0.5069798165724826,2,0,1,0,1,0
676,0.24324324324324326,3,0.3655332330349745,1,1,1,0.4769547991833219,2,1,0,0,0,1
676,0.17567567567567569,3,0.3148296186710708,1,1,1,0.6238873812449088,2,1,0,0,1,0
676,0.2702702702702703,4,0.5608688770807303,1,1,0,0.1810652917353607,2,1,0,0,1,0
676,0.21621621621621623,4,0.3564675601954563,1,1,1,0.9477373589177767,2,0,1,0,0,1
676,0.31081081081081086,4,0.40437589620550723,1,1,1,0.3954882191249264,2,1,0,0,0,1
676,0.24324324324324326,4,0.0,2,1,1,0.01581015987026761,2,0,0,1,0,1
676,0.16216216216216217,5,0.0,2,0,0,0.8953605069284116,2,0,0,1,0,1
676,0.22972972972972974,5,0.42581699207036616,2,1,0,0.4209812037049538,2,1,0,0,1,0
676,0.20270270270270271,6,0.683507714227717,1,0,0,0.3954780681555088,2,1,0,0,1,0
676,0.21621621621621623,8,0.4000012116473266,1,0,0,0.2301554798483255,2,1,0,0,0,1
676,0.21621621621621623,8,0.33044946655432894,1,1,0,0.45907284145635907,2,1,0,0,0,1
676,0.2972972972972973,8,0.4543907847206011,1,1,1,0.3399668168310073,2,1,0,0,1,0
676,0.5810810810810811,8,0.0,2,1,1,0.5926123444788977,2,1,0,0,0,1
676,0.2702702702702703,8,0.0,2,1,1,0.6684703389173666,2,1,0,0,1,0
676,0.2567567567567568,10,0.42344949696508255,1,1,1,0.8334130909501857,2,1,0,0,1,0
677,0.22972972972972974,0,0.0,2,0,0,0.383165592314066,2,0,0,1,0,1
677,0.08108108108108109,0,0.591071020110197,2,0,0,0.9145991942230484,2,1,0,0,0,1
677,0.13513513513513514,0,0.5738903791575297,2,1,0,0.04372472571130543,2,0,1,0,1,0
677,0.5405405405405406,1,0.3588024524220173,1,0,1,0.014884921510004204,2,1,0,0,0,1
677,0.16216216216216217,1,0.31141388920098995,1,0,1,0.8711546952733986,2,1,0,0,1,0
677,0.12162162162162163,2,0.0,2,0,1,0.5734264622271427,2,1,0,0,0,1
677,0.12162162162162163,2,0.0,2,1,1,0.10041613974134528,2,1,0,0,1,0
677,0.14864864864864866,3,0.34522522670459554,1,0,0,0.4595054827736048,2,1,0,0,0,1
677,0.10810810810810811,3,0.4081170566105147,1,1,0,0.5968440486066419,2,0,1,0,0,1
677,0.21621621621621623,3,0.5051031277280749,1,1,1,0.1304865114618446,2,0,1,0,1,0
677,0.0945945945945946,3,0.0,2,1,0,0.8980726659395971,2,1,0,0,0,1
677,0.33783783783783783,3,0.5309521487389562,2,1,1,0.4796721086863795,2,0,0,1,0,1
677,0.2567567567567568,3,0.0,2,1,1,0.19122161166391388,2,1,0,0,0,1
677,0.41891891891891897,3,0.0,2,1,1,0.9390903331268136,2,1,0,0,0,1
677,0.2702702702702703,4,0.0,2,1,0,0.9390349278356083,2,1,0,0,1,0
677,0.2702702702702703,4,0.0,2,1,1,0.030822693567235666,2,0,0,1,0,1
677,0.35135135135135137,4,0.5929523417256783,2,1,1,0.9553221332637267,2,0,1,0,0,1
677,0.32432432432432434,5,0.396894731243271,1,1,0,0.1049919267290026,2,1,0,0,1,0
677,0.2972972972972973,5,0.0,2,1,0,0.44472237098642914,2,0,0,1,1,0
677,0.10810810810810811,6,0.3934811540414676,1,0,1,0.7557476238980824,2,0,1,0,0,1
677,0.24324324324324326,7,0.0,1,1,0,0.2365584413311471,2,1,0,0,0,1
677,0.2972972972972973,7,0.3798865108937259,1,1,1,0.3146959034587803,2,0,0,1,1,0
677,0.0945945945945946,8,0.521591017293117,1,1,0,0.21201339727944016,2,0,0,1,0,1
677,0.0,8,0.5372574577989015,2,1,1,0.5742914448329814,2,0,0,1,1,0
677,0.31081081081081086,8,0.5847831683373916,2,1,1,0.020923298174975707,2,0,1,0,0,1
677,0.7297297297297298,8,0.0,2,1,1,0.7680376475953453,2,1,0,0,0,1
677,0.5405405405405406,9,0.0,1,0,1,0.8432746327274254,2,1,0,0,1,0
677,0.24324324324324326,10,0.27424218335022005,1,1,0,0.1653340894055382,2,0,1,0,0,1
677,0.21621621621621623,10,0.6842296009507287,1,1,1,0.2538551931709478,2,0,0,1,0,1
678,0.24324324324324326,0,0.4279812572507029,1,1,1,0.4222833280578294,2,1,0,0,1,0
678,0.44594594594594594,1,0.5809172560859273,1,0,0,0.5485866900288977,2,0,1,0,0,1
678,0.31081081081081086,1,0.5717206137360392,1,1,0,0.9831473905757999,2,1,0,0,0,1
678,0.4864864864864865,1,0.4930259931432719,2,0,1,0.5261011426591239,2,0,1,0,0,1
678,0.16216216216216217,1,0.5567079047911446,2,0,1,0.08067980492136999,2,0,1,0,0,1
678,0.17567567567567569,1,0.0,2,0,1,0.6522376386944952,2,1,0,0,0,1
678,0.24324324324324326,1,0.4697718105386933,2,1,0,0.13805058383075583,2,0,1,0,1,0
678,0.10810810810810811,1,0.0,2,1,0,0.2271821958997084,2,1,0,0,0,1
678,0.2972972972972973,1,0.0,2,1,1,0.936748559487431,2,1,0,0,1,0
678,0.31081081081081086,2,0.5902321137637995,1,1,0,0.0703644198020911,2,1,0,0,1,0
678,0.41891891891891897,2,0.46605819119627423,1,1,0,0.9753031414500084,2,0,1,0,1,0
678,0.2702702702702703,2,0.0,2,0,0,0.5753419951605377,2,1,0,0,0,1
678,0.2702702702702703,2,0.3906332248284553,2,0,1,0.1568813821719974,2,0,1,0,0,1
678,0.33783783783783783,2,0.611376435747279,2,1,1,0.9691760063086023,2,0,1,0,0,1
678,0.40540540540540543,2,0.0,2,1,1,0.16146692009086866,2,1,0,0,0,1
678,0.2972972972972973,3,0.5117551114079825,1,1,0,0.8433141365000357,2,0,0,1,0,1
678,0.2702702702702703,3,0.49615176424818547,1,1,0,0.6312689361834054,2,0,0,1,1,0
678,0.24324324324324326,3,0.5809038641944226,2,0,1,0.44781856667311726,2,0,1,0,1,0
678,0.10810810810810811,3,0.0,2,1,0,0.0248911271026383,2,1,0,0,1,0
678,0.05405405405405406,4,0.6969080155213618,1,1,1,0.1407008369299268,2,1,0,0,0,1
678,0.5,4,0.5167313549497329,1,1,1,0.9206555226024086,2,0,1,0,1,0
678,0.1891891891891892,4,0.5565048741502976,1,1,1,0.5911761573230243,2,0,1,0,1,0
678,0.2702702702702703,4,0.0,2,1,1,0.722126913120203,2,1,0,0,0,1
678,0.5,5,0.0,1,0,1,0.9840066226324613,2,1,0,0,0,1
678,0.10810810810810811,5,0.4429210282150813,1,1,0,0.30467754670571034,2,1,0,0,1,0
678,0.13513513513513514,5,0.5526872683646177,1,1,1,0.27068800070406723,2,0,0,1,1,0
678,0.33783783783783783,5,0.4078874813275781,1,1,1,0.39822823079604097,2,1,0,0,1,0
678,0.12162162162162163,5,0.34715230394938446,2,1,0,0.7477682618690086,2,0,0,1,0,1
678,0.1891891891891892,5,0.0,2,1,0,0.45140755942192473,2,1,0,0,0,1
678,0.28378378378378377,6,0.0,1,0,1,0.926863415456176,2,0,0,1,0,1
678,0.8783783783783784,6,0.4916602992075389,1,0,1,0.4646585248891269,2,0,1,0,1,0
678,0.43243243243243246,6,0.0,1,1,0,0.04094351010521505,2,1,0,0,0,1
678,0.24324324324324326,6,0.47209665884662577,2,1,0,0.265827586534514,2,0,1,0,1,0
678,0.21621621621621623,6,0.0,2,1,1,0.6229657932332537,2,1,0,0,0,1
678,0.05405405405405406,6,0.47056926579233826,2,1,1,0.9771554683472272,2,1,0,0,0,1
678,0.33783783783783783,7,0.7097476509287097,1,0,0,0.5520243183223997,2,1,0,0,0,1
678,0.4864864864864865,7,0.5138140748700001,1,0,0,0.9587648120395498,2,1,0,0,1,0
678,0.2972972972972973,8,0.5127359080334172,1,0,0,0.8383890161510423,2,0,1,0,0,1
678,0.41891891891891897,8,0.0,2,0,1,0.4904423872479821,2,0,0,1,0,1
678,0.5810810810810811,8,0.0,2,1,1,0.7997125725506786,2,0,0,1,0,1
678,0.2567567567567568,8,0.5938702442892252,2,1,1,0.10731444852983457,2,0,1,0,0,1
678,0.31081081081081086,9,0.0,1,0,0,0.06574852898451802,2,1,0,0,0,1
678,0.1891891891891892,9,0.0,1,1,1,0.741066071809858,2,1,0,0,0,1
678,0.5675675675675675,10,0.46926945517998964,1,1,0,0.7374613275567817,2,1,0,0,0,1
678,0.06756756756756757,10,0.46060019827173665,1,1,1,0.45815350365959945,2,0,1,0,1,0
679,0.1891891891891892,0,0.3520754183501358,1,0,0,0.7979423534947587,2,0,1,0,0,1
679,0.24324324324324326,1,0.3875461148388974,1,1,0,0.945017749195048,2,1,0,0,1,0
679,0.22972972972972974,1,0.439402029724499,1,1,1,0.8914826865965699,2,0,1,0,1,0
679,0.16216216216216217,1,0.44856228279776866,1,1,1,0.8972038329660482,2,1,0,0,0,1
679,0.2972972972972973,1,0.0,1,1,1,0.08443611364885344,2,1,0,0,1,0
679,0.32432432432432434,1,0.0,2,0,0,0.35909214329968503,2,1,0,0,1,0
679,0.22972972972972974,1,0.5199862222944783,2,1,1,0.1866657765816635,2,0,1,0,1,0
679,0.28378378378378377,2,0.5826520241744367,2,1,1,0.96990707612577,2,0,1,0,1,0
679,0.3648648648648649,3,0.5849316748485411,1,1,0,0.24229968962035872,2,1,0,0,1,0
679,0.10810810810810811,3,0.3051201386188313,1,1,1,0.924031695026875,2,0,0,1,0,1
679,0.35135135135135137,3,0.47327080090565865,2,1,0,0.007787393696097977,2,1,0,0,0,1
679,0.24324324324324326,3,0.0,2,1,1,0.011160215800608957,2,1,0,0,0,1
679,0.20270270270270271,4,0.3830647734305192,1,1,0,0.005808804740852751,2,0,0,1,1,0
679,0.2702702702702703,4,0.31068267598210897,1,1,1,0.6057572498173576,2,0,1,0,0,1
679,0.33783783783783783,4,0.0,3,1,0,0.575679627404417,2,1,0,0,0,1
679,0.28378378378378377,5,0.0,2,1,1,0.5002925779411933,2,0,0,1,1,0
679,0.24324324324324326,6,0.5888193090668806,1,0,1,0.8625313717460017,2,1,0,0,1,0
679,0.08108108108108109,6,0.4581492031286488,2,0,1,0.6788481800011901,2,1,0,0,0,1
679,0.43243243243243246,6,0.5284949757887755,2,1,1,0.9201198714477232,2,0,1,0,0,1
679,0.5675675675675675,6,0.0,2,1,1,0.38663787391695903,2,1,0,0,1,0
679,0.28378378378378377,7,0.36344597123078937,1,0,1,0.030321795731492355,2,0,0,1,0,1
679,0.2567567567567568,7,0.2959768645508621,1,1,0,0.9731249334311427,2,1,0,0,1,0
679,0.21621621621621623,7,0.6397632201982886,1,1,0,0.6095210092563839,2,1,0,0,1,0
679,0.2702702702702703,7,0.4406385477067602,2,1,0,0.23257771117141685,2,0,1,0,1,0
679,0.2972972972972973,7,0.0,2,1,1,0.8188067460442473,2,0,0,1,0,1
679,0.22972972972972974,8,0.47502446112682645,1,0,0,0.6060504278158563,2,0,0,1,0,1
679,0.2567567567567568,8,0.3083876405755022,2,0,1,0.87439105434569,2,0,1,0,0,1
679,0.40540540540540543,8,0.0,2,1,0,0.11667794274353198,2,1,0,0,1,0
679,0.5675675675675675,8,0.0,2,1,1,0.2568711311930289,2,1,0,0,1,0
679,0.2702702702702703,8,0.5887927644247911,3,1,0,0.8637715901868628,2,1,0,0,1,0
679,0.5405405405405406,9,0.4357452462073346,1,1,1,0.019089573054226677,2,0,0,1,1,0
